audios/socialcon_audios.indulgente_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.cooperativo_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.leal_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.cruel_r.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.exaltado.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.insensible_r.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.afable.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.empatico_r.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.sensible_r.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.egoista_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.prejuicioso_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.vago.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.agradecido.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.carin_oso.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.bondadoso.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.aburrido_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.codicioso_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.farsante_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.envidioso.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.condescendiente.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.resentido.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.generoso_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.sincero_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.comprensivo.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.neurotico.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.despiadado_r.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.pesimista_r.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.inteligente.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.ingenioso_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.concienzudo_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.animado.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.entusiasta.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.compasivo.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.irresponsable.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.hostil_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.maleducado_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.irresponsable.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.egoista_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.hostil_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.afable.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.animado.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.carin_oso.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.indulgente_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.ingenioso_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.generoso_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.exaltado.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.despiadado_r.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.pesimista_r.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.envidioso.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.condescendiente.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.cruel_r.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.sensible_r.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.compasivo.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.entusiasta.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.maleducado_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.aburrido_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.vago.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.comprensivo.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.inteligente.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.cooperativo_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.leal_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.sincero_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.concienzudo_r.wav,TOM,pos;;;;;;;;;;
audios/socialcon_audios.prejuicioso_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.codicioso_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.farsante_r.wav,TOM,neg;;;;;;;;;;
audios/socialcon_audios.resentido.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.insensible_r.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.neurotico.wav,EMPA,neg;;;;;;;;;;
audios/socialcon_audios.agradecido.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.bondadoso.wav,EMPA,pos;;;;;;;;;;
audios/socialcon_audios.empatico_r.wav,EMPA,pos;;;;;;;;;;