,ID,accuracy,ROI,class,cv
554,sub-015,1.3558124,LTL,affect,concept
555,sub-016,13.6284404,LTL,affect,concept
556,sub-017,4.4916958,LTL,affect,concept
557,sub-018,7.8114942,LTL,affect,concept
558,sub-019,7.8274399,LTL,affect,concept
559,sub-020,9.7564185,LTL,affect,concept
560,sub-021,-4.1952582,LTL,affect,concept
561,sub-022,7.7877774,LTL,affect,concept
562,sub-023,12.2713507,LTL,affect,concept
563,sub-024,2.9587903,LTL,affect,concept
564,sub-025,9.1445571,LTL,affect,concept
565,sub-026,9.3050413,LTL,affect,concept
566,sub-027,10.7707883,LTL,affect,concept
567,sub-028,2.0159235,LTL,affect,concept
568,sub-029,3.8703509,LTL,affect,concept
569,sub-030,0.148094,LTL,affect,concept
570,sub-001,4.4152877,IFG,affect,concept
571,sub-002,11.8318442,IFG,affect,concept
572,sub-003,0.7527649,IFG,affect,concept
573,sub-004,8.5357482,IFG,affect,concept
574,sub-005,-0.4355019,IFG,affect,concept
575,sub-006,9.7437909,IFG,affect,concept
576,sub-007,4.6879306,IFG,affect,concept
577,sub-008,1.8603586,IFG,affect,concept
578,sub-009,5.3299462,IFG,affect,concept
579,sub-010,-1.6631043,IFG,affect,concept
580,sub-011,2.4709835,IFG,affect,concept
581,sub-012,1.756213,IFG,affect,concept
582,sub-013,19.048756,IFG,affect,concept
583,sub-014,9.6101097,IFG,affect,concept
584,sub-015,8.9918147,IFG,affect,concept
585,sub-016,14.3274151,IFG,affect,concept
586,sub-017,7.3851783,IFG,affect,concept
587,sub-018,4.0765579,IFG,affect,concept
588,sub-019,6.6580166,IFG,affect,concept
589,sub-020,8.3695169,IFG,affect,concept
590,sub-021,-4.0655205,IFG,affect,concept
591,sub-022,9.3335287,IFG,affect,concept
592,sub-023,13.7073604,IFG,affect,concept
593,sub-024,3.7640637,IFG,affect,concept
594,sub-025,12.8998813,IFG,affect,concept
595,sub-026,10.4275936,IFG,affect,concept
596,sub-027,2.3055093,IFG,affect,concept
597,sub-028,2.8190433,IFG,affect,concept
598,sub-029,8.2232613,IFG,affect,concept
599,sub-030,5.4646793,IFG,affect,concept
600,sub-001,12.8537637,Prec,affect,concept
601,sub-002,3.8091086,Prec,affect,concept
602,sub-003,2.9930354,Prec,affect,concept
603,sub-004,8.3655257,Prec,affect,concept
604,sub-005,1.2292136,Prec,affect,concept
605,sub-006,4.2418918,Prec,affect,concept
606,sub-007,10.5471888,Prec,affect,concept
607,sub-008,2.4018526,Prec,affect,concept
608,sub-009,2.0397094,Prec,affect,concept
609,sub-010,4.1302361,Prec,affect,concept
610,sub-011,0.4692267,Prec,affect,concept
611,sub-012,6.3934412,Prec,affect,concept
612,sub-013,11.9815991,Prec,affect,concept
613,sub-014,9.1718842,Prec,affect,concept
614,sub-015,3.9919992,Prec,affect,concept
615,sub-016,14.4906009,Prec,affect,concept
616,sub-017,4.0682079,Prec,affect,concept
617,sub-018,6.1879463,Prec,affect,concept
618,sub-019,5.2198192,Prec,affect,concept
619,sub-020,3.5055991,Prec,affect,concept
620,sub-021,-0.3884307,Prec,affect,concept
621,sub-022,7.7147637,Prec,affect,concept
622,sub-023,9.6141229,Prec,affect,concept
623,sub-024,4.2729652,Prec,affect,concept
624,sub-025,7.3382149,Prec,affect,concept
625,sub-026,7.7898844,Prec,affect,concept
626,sub-027,9.0256148,Prec,affect,concept
627,sub-028,0.2157547,Prec,affect,concept
628,sub-029,2.6708707,Prec,affect,concept
629,sub-030,4.7599849,Prec,affect,concept
630,sub-001,3.2531562,ATL,affect,concept
631,sub-002,9.8477816,ATL,affect,concept
632,sub-003,-0.1600412,ATL,affect,concept
633,sub-004,6.800276,ATL,affect,concept
634,sub-005,-0.479657,ATL,affect,concept
635,sub-006,4.1719821,ATL,affect,concept
636,sub-007,4.5288995,ATL,affect,concept
637,sub-008,-3.1461218,ATL,affect,concept
638,sub-009,-4.4408659,ATL,affect,concept
639,sub-010,0.3403786,ATL,affect,concept
640,sub-011,0.7464711,ATL,affect,concept
641,sub-012,6.960631,ATL,affect,concept
642,sub-013,13.6346687,ATL,affect,concept
643,sub-014,9.15294,ATL,affect,concept
644,sub-015,0.5230137,ATL,affect,concept
645,sub-016,4.3300489,ATL,affect,concept
646,sub-017,4.8617163,ATL,affect,concept
647,sub-018,3.6514204,ATL,affect,concept
648,sub-019,11.2215899,ATL,affect,concept
649,sub-020,5.1577992,ATL,affect,concept
650,sub-021,-3.0031369,ATL,affect,concept
651,sub-022,2.2602625,ATL,affect,concept
652,sub-023,4.7268097,ATL,affect,concept
653,sub-024,2.8629566,ATL,affect,concept
654,sub-025,3.590866,ATL,affect,concept
655,sub-026,4.4328753,ATL,affect,concept
656,sub-027,0.4255023,ATL,affect,concept
657,sub-028,-3.1329995,ATL,affect,concept
658,sub-029,6.4063707,ATL,affect,concept
659,sub-030,1.7937672,ATL,affect,concept
660,sub-001,7.813448,aPFC,affect,concept
661,sub-002,7.5361403,aPFC,affect,concept
662,sub-003,1.4832105,aPFC,affect,concept
663,sub-004,11.9309251,aPFC,affect,concept
664,sub-005,-3.2209088,aPFC,affect,concept
665,sub-006,3.2322153,aPFC,affect,concept
666,sub-007,4.0855007,aPFC,affect,concept
667,sub-008,-4.4132199,aPFC,affect,concept
668,sub-009,2.0637985,aPFC,affect,concept
669,sub-010,-0.1863575,aPFC,affect,concept
670,sub-011,-0.2585182,aPFC,affect,concept
671,sub-012,5.1320758,aPFC,affect,concept
672,sub-013,5.9851569,aPFC,affect,concept
673,sub-014,13.311678,aPFC,affect,concept
674,sub-015,4.6681593,aPFC,affect,concept
675,sub-016,9.9027713,aPFC,affect,concept
676,sub-017,8.0805549,aPFC,affect,concept
677,sub-018,3.5485805,aPFC,affect,concept
678,sub-019,10.8990555,aPFC,affect,concept
679,sub-020,3.0775355,aPFC,affect,concept
680,sub-021,-7.2833877,aPFC,affect,concept
681,sub-022,11.6720043,aPFC,affect,concept
682,sub-023,7.1514758,aPFC,affect,concept
683,sub-024,0.2549985,aPFC,affect,concept
684,sub-025,2.8019766,aPFC,affect,concept
685,sub-026,6.5766122,aPFC,affect,concept
686,sub-027,5.3352748,aPFC,affect,concept
687,sub-028,5.5703698,aPFC,affect,concept
688,sub-029,1.3395503,aPFC,affect,concept
689,sub-030,-0.2838447,aPFC,affect,concept
690,sub-001,4.3783251,Ins,affect,concept
691,sub-002,5.5157363,Ins,affect,concept
692,sub-003,2.4168664,Ins,affect,concept
693,sub-004,6.8974602,Ins,affect,concept
694,sub-005,2.2906253,Ins,affect,concept
695,sub-006,4.2084278,Ins,affect,concept
696,sub-007,8.3811227,Ins,affect,concept
697,sub-008,1.4011179,Ins,affect,concept
698,sub-009,2.2033014,Ins,affect,concept
699,sub-010,-1.356262,Ins,affect,concept
700,sub-011,0.9803781,Ins,affect,concept
701,sub-012,2.0249831,Ins,affect,concept
702,sub-013,12.0436365,Ins,affect,concept
703,sub-014,9.950428,Ins,affect,concept
704,sub-015,1.5135529,Ins,affect,concept
705,sub-016,11.1660043,Ins,affect,concept
706,sub-017,3.0076985,Ins,affect,concept
707,sub-018,4.5199636,Ins,affect,concept
708,sub-019,7.4114736,Ins,affect,concept
709,sub-020,5.0662792,Ins,affect,concept
710,sub-021,2.6533642,Ins,affect,concept
711,sub-022,13.595192,Ins,affect,concept
712,sub-023,14.6170017,Ins,affect,concept
713,sub-024,4.6748482,Ins,affect,concept
714,sub-025,2.928501,Ins,affect,concept
715,sub-026,5.6329607,Ins,affect,concept
716,sub-027,1.7902661,Ins,affect,concept
717,sub-028,1.3224982,Ins,affect,concept
718,sub-029,6.5560244,Ins,affect,concept
719,sub-030,7.8741601,Ins,affect,concept
720,sub-001,4.3623314,ACC,affect,concept
721,sub-002,6.4820903,ACC,affect,concept
722,sub-003,-0.1706747,ACC,affect,concept
723,sub-004,7.1865734,ACC,affect,concept
724,sub-005,5.0399468,ACC,affect,concept
725,sub-006,1.2594762,ACC,affect,concept
726,sub-007,7.6676495,ACC,affect,concept
727,sub-008,3.7281346,ACC,affect,concept
728,sub-009,4.578802,ACC,affect,concept
729,sub-010,0.2049371,ACC,affect,concept
730,sub-011,0.5604507,ACC,affect,concept
731,sub-012,5.6897205,ACC,affect,concept
732,sub-013,9.3225662,ACC,affect,concept
733,sub-014,8.6747651,ACC,affect,concept
734,sub-015,4.8461664,ACC,affect,concept
735,sub-016,18.0954125,ACC,affect,concept
736,sub-017,2.547217,ACC,affect,concept
737,sub-018,4.6776141,ACC,affect,concept
738,sub-019,3.3622415,ACC,affect,concept
739,sub-020,8.2275669,ACC,affect,concept
740,sub-021,1.9085276,ACC,affect,concept
741,sub-022,7.9191899,ACC,affect,concept
742,sub-023,13.7066421,ACC,affect,concept
743,sub-024,6.1195029,ACC,affect,concept
744,sub-025,5.6241108,ACC,affect,concept
745,sub-026,7.9443014,ACC,affect,concept
746,sub-027,7.8374285,ACC,affect,concept
747,sub-028,4.5158995,ACC,affect,concept
748,sub-029,0.6619648,ACC,affect,concept
749,sub-030,0.9054553,ACC,affect,concept
750,sub-001,3.5143068,PCC,affect,concept
751,sub-002,7.1702402,PCC,affect,concept
752,sub-003,4.1967442,PCC,affect,concept
753,sub-004,9.6001904,PCC,affect,concept
754,sub-005,5.1815174,PCC,affect,concept
755,sub-006,7.6182123,PCC,affect,concept
756,sub-007,11.9947937,PCC,affect,concept
757,sub-008,4.4739025,PCC,affect,concept
758,sub-009,5.5768023,PCC,affect,concept
759,sub-010,0.9561743,PCC,affect,concept
760,sub-011,8.6558694,PCC,affect,concept
761,sub-012,5.3054795,PCC,affect,concept
762,sub-013,10.2541415,PCC,affect,concept
763,sub-014,9.1658876,PCC,affect,concept
764,sub-015,5.4246582,PCC,affect,concept
765,sub-016,13.1759414,PCC,affect,concept
766,sub-017,6.5011673,PCC,affect,concept
767,sub-018,2.4282831,PCC,affect,concept
768,sub-019,6.9781891,PCC,affect,concept
769,sub-020,3.768689,PCC,affect,concept
770,sub-021,0.0951684,PCC,affect,concept
771,sub-022,7.4095333,PCC,affect,concept
772,sub-023,8.1904094,PCC,affect,concept
773,sub-024,4.4328499,PCC,affect,concept
774,sub-025,2.3125631,PCC,affect,concept
775,sub-026,3.8868265,PCC,affect,concept
776,sub-027,3.9128553,PCC,affect,concept
777,sub-028,2.7076421,PCC,affect,concept
778,sub-029,1.7697872,PCC,affect,concept
779,sub-030,8.202365,PCC,affect,concept
780,sub-001,2.546287,V1,affect,concept
781,sub-002,4.0042852,V1,affect,concept
782,sub-003,11.0182547,V1,affect,concept
783,sub-004,5.4649396,V1,affect,concept
784,sub-005,-3.1791853,V1,affect,concept
785,sub-006,4.2167477,V1,affect,concept
786,sub-007,8.7333275,V1,affect,concept
787,sub-008,0.1498134,V1,affect,concept
788,sub-009,0.4996542,V1,affect,concept
789,sub-010,3.2478274,V1,affect,concept
790,sub-011,4.6315553,V1,affect,concept
791,sub-012,5.3056569,V1,affect,concept
792,sub-013,9.2053594,V1,affect,concept
793,sub-014,7.9265827,V1,affect,concept
794,sub-015,0.5690222,V1,affect,concept
795,sub-016,2.6028679,V1,affect,concept
796,sub-017,3.2794743,V1,affect,concept
797,sub-018,7.7534284,V1,affect,concept
798,sub-019,5.301836,V1,affect,concept
799,sub-020,-2.197647,V1,affect,concept
800,sub-021,1.1104096,V1,affect,concept
801,sub-022,9.7147428,V1,affect,concept
802,sub-023,9.1716955,V1,affect,concept
803,sub-024,4.0007727,V1,affect,concept
804,sub-025,-1.0375666,V1,affect,concept
805,sub-026,8.7918778,V1,affect,concept
806,sub-027,4.1399107,V1,affect,concept
807,sub-028,1.0891063,V1,affect,concept
808,sub-029,4.9020762,V1,affect,concept
809,sub-030,5.1594247,V1,affect,concept
810,sub-001,10.1497074,LTL,likableness,concept
811,sub-002,1.9296149,LTL,likableness,concept
812,sub-003,17.2706704,LTL,likableness,concept
813,sub-004,2.1864492,LTL,likableness,concept
814,sub-005,11.5375258,LTL,likableness,concept
815,sub-006,10.3807542,LTL,likableness,concept
816,sub-007,5.3269192,LTL,likableness,concept
817,sub-008,18.2957892,LTL,likableness,concept
818,sub-009,11.4372953,LTL,likableness,concept
819,sub-010,10.9760129,LTL,likableness,concept
820,sub-011,9.4784077,LTL,likableness,concept
821,sub-012,-1.6878622,LTL,likableness,concept
822,sub-013,-4.4011314,LTL,likableness,concept
823,sub-014,7.2321046,LTL,likableness,concept
824,sub-015,3.9150156,LTL,likableness,concept
825,sub-016,1.3893912,LTL,likableness,concept
826,sub-017,-8.1225265,LTL,likableness,concept
827,sub-018,-2.596408,LTL,likableness,concept
828,sub-019,4.6314317,LTL,likableness,concept
829,sub-020,4.1529335,LTL,likableness,concept
830,sub-021,16.7509185,LTL,likableness,concept
831,sub-022,7.5020877,LTL,likableness,concept
832,sub-023,-0.1304143,LTL,likableness,concept
833,sub-024,4.132646,LTL,likableness,concept
834,sub-025,11.4130722,LTL,likableness,concept
835,sub-026,2.8066879,LTL,likableness,concept
836,sub-027,5.3171388,LTL,likableness,concept
837,sub-028,3.0699806,LTL,likableness,concept
838,sub-029,16.211879,LTL,likableness,concept
839,sub-030,5.4859751,LTL,likableness,concept
840,sub-001,1.4450644,IFG,likableness,concept
841,sub-002,0.7291777,IFG,likableness,concept
842,sub-003,17.9854889,IFG,likableness,concept
843,sub-004,-2.6068878,IFG,likableness,concept
844,sub-005,0.6327163,IFG,likableness,concept
845,sub-006,8.6684325,IFG,likableness,concept
846,sub-007,3.0277178,IFG,likableness,concept
847,sub-008,4.4069552,IFG,likableness,concept
848,sub-009,3.8869538,IFG,likableness,concept
849,sub-010,7.9584372,IFG,likableness,concept
850,sub-011,4.2125939,IFG,likableness,concept
851,sub-012,-1.2205585,IFG,likableness,concept
852,sub-013,-3.3973905,IFG,likableness,concept
853,sub-014,5.8746972,IFG,likableness,concept
854,sub-015,-0.2980128,IFG,likableness,concept
855,sub-016,1.8511996,IFG,likableness,concept
856,sub-017,-1.5962162,IFG,likableness,concept
857,sub-018,-4.845672,IFG,likableness,concept
858,sub-019,2.9529656,IFG,likableness,concept
859,sub-020,1.3011331,IFG,likableness,concept
860,sub-021,14.3205362,IFG,likableness,concept
861,sub-022,7.2582502,IFG,likableness,concept
862,sub-023,5.9497952,IFG,likableness,concept
863,sub-024,4.9335818,IFG,likableness,concept
864,sub-025,7.5263664,IFG,likableness,concept
865,sub-026,1.0742566,IFG,likableness,concept
866,sub-027,9.1464352,IFG,likableness,concept
867,sub-028,3.4521648,IFG,likableness,concept
868,sub-029,12.0107106,IFG,likableness,concept
869,sub-030,2.8270224,IFG,likableness,concept
870,sub-001,14.0117814,Prec,likableness,concept
871,sub-002,2.3726953,Prec,likableness,concept
872,sub-003,10.4471794,Prec,likableness,concept
873,sub-004,-6.2957411,Prec,likableness,concept
874,sub-005,4.0076596,Prec,likableness,concept
875,sub-006,5.4355406,Prec,likableness,concept
876,sub-007,5.2470602,Prec,likableness,concept
877,sub-008,9.8580739,Prec,likableness,concept
878,sub-009,7.9218274,Prec,likableness,concept
879,sub-010,15.3589824,Prec,likableness,concept
880,sub-011,12.1857641,Prec,likableness,concept
881,sub-012,5.4805685,Prec,likableness,concept
882,sub-013,-4.310294,Prec,likableness,concept
883,sub-014,6.1301925,Prec,likableness,concept
884,sub-015,6.6291671,Prec,likableness,concept
885,sub-016,0.4672239,Prec,likableness,concept
886,sub-017,-2.5752382,Prec,likableness,concept
887,sub-018,-0.0894614,Prec,likableness,concept
888,sub-019,-0.2671093,Prec,likableness,concept
889,sub-020,4.9726587,Prec,likableness,concept
890,sub-021,14.7774742,Prec,likableness,concept
891,sub-022,0.8887389,Prec,likableness,concept
892,sub-023,0.2552071,Prec,likableness,concept
893,sub-024,9.0277343,Prec,likableness,concept
894,sub-025,14.7916257,Prec,likableness,concept
895,sub-026,4.7391787,Prec,likableness,concept
896,sub-027,4.0933727,Prec,likableness,concept
897,sub-028,1.4242568,Prec,likableness,concept
898,sub-029,14.6317334,Prec,likableness,concept
899,sub-030,-0.9308731,Prec,likableness,concept
900,sub-001,12.8860591,ATL,likableness,concept
901,sub-002,5.5948492,ATL,likableness,concept
902,sub-003,8.9317367,ATL,likableness,concept
903,sub-004,-4.9974236,ATL,likableness,concept
904,sub-005,6.6335359,ATL,likableness,concept
905,sub-006,1.9826731,ATL,likableness,concept
906,sub-007,1.0784668,ATL,likableness,concept
907,sub-008,0.9586529,ATL,likableness,concept
908,sub-009,-2.5574937,ATL,likableness,concept
909,sub-010,-0.6490885,ATL,likableness,concept
910,sub-011,11.6620595,ATL,likableness,concept
911,sub-012,-4.1650749,ATL,likableness,concept
912,sub-013,-6.9638777,ATL,likableness,concept
913,sub-014,1.1721631,ATL,likableness,concept
914,sub-015,3.7808889,ATL,likableness,concept
915,sub-016,0.8945606,ATL,likableness,concept
916,sub-017,-5.6698421,ATL,likableness,concept
917,sub-018,-9.0432058,ATL,likableness,concept
918,sub-019,1.3880571,ATL,likableness,concept
919,sub-020,7.9969084,ATL,likableness,concept
920,sub-021,16.1456506,ATL,likableness,concept
921,sub-022,8.5921029,ATL,likableness,concept
922,sub-023,0.0048104,ATL,likableness,concept
923,sub-024,1.9620985,ATL,likableness,concept
924,sub-025,8.8763522,ATL,likableness,concept
925,sub-026,-0.9085117,ATL,likableness,concept
926,sub-027,-1.7135366,ATL,likableness,concept
927,sub-028,8.1470115,ATL,likableness,concept
928,sub-029,4.6034414,ATL,likableness,concept
929,sub-030,-1.4975217,ATL,likableness,concept
930,sub-001,15.1376396,aPFC,likableness,concept
931,sub-002,-1.7553729,aPFC,likableness,concept
932,sub-003,9.8754936,aPFC,likableness,concept
933,sub-004,-0.6646752,aPFC,likableness,concept
934,sub-005,3.7646669,aPFC,likableness,concept
935,sub-006,10.1090347,aPFC,likableness,concept
936,sub-007,5.3256602,aPFC,likableness,concept
937,sub-008,4.8438748,aPFC,likableness,concept
938,sub-009,4.9040447,aPFC,likableness,concept
939,sub-010,8.4571499,aPFC,likableness,concept
940,sub-011,11.8630706,aPFC,likableness,concept
941,sub-012,-1.40593,aPFC,likableness,concept
942,sub-013,-5.868163,aPFC,likableness,concept
943,sub-014,4.7770737,aPFC,likableness,concept
944,sub-015,5.6731544,aPFC,likableness,concept
945,sub-016,5.9458612,aPFC,likableness,concept
946,sub-017,-4.2474687,aPFC,likableness,concept
947,sub-018,-9.3681019,aPFC,likableness,concept
948,sub-019,2.1048836,aPFC,likableness,concept
949,sub-020,0.1006316,aPFC,likableness,concept
950,sub-021,17.590591,aPFC,likableness,concept
951,sub-022,12.4810406,aPFC,likableness,concept
952,sub-023,4.7469843,aPFC,likableness,concept
953,sub-024,5.7443774,aPFC,likableness,concept
954,sub-025,7.5446704,aPFC,likableness,concept
955,sub-026,-2.3172697,aPFC,likableness,concept
956,sub-027,7.1506352,aPFC,likableness,concept
957,sub-028,-0.3552057,aPFC,likableness,concept
958,sub-029,15.5613755,aPFC,likableness,concept
959,sub-030,-3.5083588,aPFC,likableness,concept
960,sub-001,3.5588694,Ins,likableness,concept
961,sub-002,-1.7990743,Ins,likableness,concept
962,sub-003,7.8415805,Ins,likableness,concept
963,sub-004,-3.7436681,Ins,likableness,concept
964,sub-005,3.067245,Ins,likableness,concept
965,sub-006,-1.8404515,Ins,likableness,concept
966,sub-007,-1.2984758,Ins,likableness,concept
967,sub-008,-2.6061684,Ins,likableness,concept
968,sub-009,-0.6803734,Ins,likableness,concept
969,sub-010,3.8171674,Ins,likableness,concept
970,sub-011,5.3869413,Ins,likableness,concept
971,sub-012,-1.2502833,Ins,likableness,concept
972,sub-013,-4.4624548,Ins,likableness,concept
973,sub-014,2.9800817,Ins,likableness,concept
974,sub-015,4.148771,Ins,likableness,concept
975,sub-016,-2.0479504,Ins,likableness,concept
976,sub-017,-1.5092787,Ins,likableness,concept
977,sub-018,-5.7805086,Ins,likableness,concept
978,sub-019,0.7599321,Ins,likableness,concept
979,sub-020,-0.3828963,Ins,likableness,concept
980,sub-021,8.0351175,Ins,likableness,concept
981,sub-022,9.2048947,Ins,likableness,concept
982,sub-023,-1.3775236,Ins,likableness,concept
983,sub-024,2.5015325,Ins,likableness,concept
984,sub-025,5.7413566,Ins,likableness,concept
985,sub-026,4.4421901,Ins,likableness,concept
986,sub-027,5.2539043,Ins,likableness,concept
987,sub-028,1.9937192,Ins,likableness,concept
988,sub-029,4.3301967,Ins,likableness,concept
989,sub-030,3.7196139,Ins,likableness,concept
990,sub-001,16.8562034,ACC,likableness,concept
991,sub-002,4.3544895,ACC,likableness,concept
992,sub-003,14.7489185,ACC,likableness,concept
993,sub-004,-1.5595962,ACC,likableness,concept
994,sub-005,10.0760286,ACC,likableness,concept
995,sub-006,1.5144105,ACC,likableness,concept
996,sub-007,12.255549,ACC,likableness,concept
997,sub-008,7.2849275,ACC,likableness,concept
998,sub-009,9.3424214,ACC,likableness,concept
999,sub-010,12.1521959,ACC,likableness,concept
1000,sub-011,12.9658165,ACC,likableness,concept
1001,sub-012,0.7886011,ACC,likableness,concept
1002,sub-013,-1.0245519,ACC,likableness,concept
1003,sub-014,5.0424716,ACC,likableness,concept
1004,sub-015,3.4302576,ACC,likableness,concept
1005,sub-016,11.6254887,ACC,likableness,concept
1006,sub-017,-7.254354,ACC,likableness,concept
1007,sub-018,-0.0110995,ACC,likableness,concept
1008,sub-019,-3.7900973,ACC,likableness,concept
1009,sub-020,-2.0338714,ACC,likableness,concept
1010,sub-021,20.7817827,ACC,likableness,concept
1011,sub-022,7.0481872,ACC,likableness,concept
1012,sub-023,3.5441085,ACC,likableness,concept
1013,sub-024,13.4044693,ACC,likableness,concept
1014,sub-025,13.8053393,ACC,likableness,concept
1015,sub-026,3.6351705,ACC,likableness,concept
1016,sub-027,5.5708942,ACC,likableness,concept
1017,sub-028,0.8666951,ACC,likableness,concept
1018,sub-029,20.1053159,ACC,likableness,concept
1019,sub-030,2.1331451,ACC,likableness,concept
1020,sub-001,1.2773313,PCC,likableness,concept
1021,sub-002,2.0843038,PCC,likableness,concept
1022,sub-003,7.1371933,PCC,likableness,concept
1023,sub-004,-1.1152754,PCC,likableness,concept
1024,sub-005,-0.2340208,PCC,likableness,concept
1025,sub-006,-0.6487412,PCC,likableness,concept
1026,sub-007,4.6049472,PCC,likableness,concept
1027,sub-008,4.0122601,PCC,likableness,concept
1028,sub-009,3.3137044,PCC,likableness,concept
1029,sub-010,7.0615842,PCC,likableness,concept
1030,sub-011,5.6474946,PCC,likableness,concept
1031,sub-012,4.392289,PCC,likableness,concept
1032,sub-013,-5.6386798,PCC,likableness,concept
1033,sub-014,2.3489363,PCC,likableness,concept
1034,sub-015,7.4376165,PCC,likableness,concept
1035,sub-016,-5.9129976,PCC,likableness,concept
1036,sub-017,-4.3576274,PCC,likableness,concept
1037,sub-018,-2.6628014,PCC,likableness,concept
1038,sub-019,-2.61962,PCC,likableness,concept
1039,sub-020,6.1723472,PCC,likableness,concept
1040,sub-021,4.8117997,PCC,likableness,concept
1041,sub-022,3.5589714,PCC,likableness,concept
1042,sub-023,1.4015585,PCC,likableness,concept
1043,sub-024,3.9667258,PCC,likableness,concept
1044,sub-025,9.9704264,PCC,likableness,concept
1045,sub-026,-0.677287,PCC,likableness,concept
1046,sub-027,1.7253011,PCC,likableness,concept
1047,sub-028,2.7946898,PCC,likableness,concept
1048,sub-029,9.4887475,PCC,likableness,concept
1049,sub-030,0.1955027,PCC,likableness,concept
1050,sub-001,1.5788288,V1,likableness,concept
1051,sub-002,-4.0381713,V1,likableness,concept
1052,sub-003,0.167229,V1,likableness,concept
1053,sub-004,-4.9995812,V1,likableness,concept
1054,sub-005,1.4264369,V1,likableness,concept
1055,sub-006,1.7139555,V1,likableness,concept
1056,sub-007,-5.9286813,V1,likableness,concept
1057,sub-008,5.2741847,V1,likableness,concept
1058,sub-009,-1.6943381,V1,likableness,concept
1059,sub-010,4.1972909,V1,likableness,concept
1060,sub-011,1.8468714,V1,likableness,concept
1061,sub-012,-4.9624604,V1,likableness,concept
1062,sub-013,-3.4198879,V1,likableness,concept
1063,sub-014,-3.6516977,V1,likableness,concept
1064,sub-015,1.8386716,V1,likableness,concept
1065,sub-016,-5.1267782,V1,likableness,concept
1066,sub-017,-5.6613893,V1,likableness,concept
1067,sub-018,-1.3020876,V1,likableness,concept
1068,sub-019,-2.71985,V1,likableness,concept
1069,sub-020,-6.1011933,V1,likableness,concept
1070,sub-021,2.8292142,V1,likableness,concept
1071,sub-022,-0.5591665,V1,likableness,concept
1072,sub-023,-8.0950084,V1,likableness,concept
1073,sub-024,1.2291798,V1,likableness,concept
1074,sub-025,6.0689721,V1,likableness,concept
1075,sub-026,-1.240844,V1,likableness,concept
1076,sub-027,-2.287469,V1,likableness,concept
1077,sub-028,-1.8046921,V1,likableness,concept
1078,sub-029,-1.5939047,V1,likableness,concept
1079,sub-030,-1.7917325,V1,likableness,concept
