affect;likableness
0.6058607507330417;0.5891208517748272
0.6694910657976639;0.6441106089692316
0.6531840093493537;0.6879241543575251
0.6091159526676168;0.6320272089798966
0.6227466132651891;0.6063565385093941
0.6100155541017577;0.6193943413498285
0.6059733688797156;0.7283238015250894
0.6319247554650516;0.6209948630441352
0.647964606164103;0.6064240832577901
0.6329397649044998;0.5860135711619475
0.634202540665389;0.6155010753834943
0.6975130393897325;0.7549446532999164
0.6120831400908316;0.6346890053147053
0.6013314088427769;0.6221051298458914
0.6556761529538716;0.6926590634387387
0.6303352527048831;0.7254689249720043
0.6264550008599931;0.6458899909347838
0.6585351885637295;0.691487695302085
0.6198116883814929;0.6797236886542598
0.6139449740056842;0.6497860342345223
0.6466103985453832;0.6400393714783412
0.7006643702802758;0.7671713636929202
0.6331719758444313;0.6613219662631756
0.61619626834652;0.6411811887875718
0.586636204189278;0.5954713219437101
0.6139121355779155;0.6387602428055955
0.6556283990204269;0.7314458575516808
0.6754035568905925;0.6773059643790327
0.6525522599390633;0.7032916955509341
0.6146941598276738;0.6797158010273913